STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,UNIT_MEASURE,Unit of measure,MEASURE,Measure,FREQ,Frequency,SEX,Sex,AGE,Age class,LMS,Legal marital status,HST,Household status,FST,Familly status,HAR,Housing arrangements,LOC_SIZE,Size of the locality,WSTATUS,Working status,EDU,Educational level,SIE,Employment status,LPW,Place of work,C_BIRTH,Country of birth,CITIZEN,Citizenship,YAE,Year of arrival in the country since 1980,YAT,Year of arrival in the country since 2010,ROY,Place of usual residence one year prior to the census,GEO,Geographic level,ACTIVITY,Economic activity (NACE Rev.2),ISCO08,Occupation (ISCO-08),TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,LU1:DSD_CENSUS_GROUP7_10@DF_B1625(1.0),"Population by canton and municipality, citizenship and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,EU_FOR,Foreign (EU-27),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000606,Feulen,_Z,Not applicable,_Z,Not applicable,2021,,268,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP7_10@DF_B1625(1.0),"Population by canton and municipality, citizenship and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,FOR,Foreign,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000304,Luxembourg,_Z,Not applicable,_Z,Not applicable,2021,,90399,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP7_10@DF_B1625(1.0),"Population by canton and municipality, citizenship and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,UNK,Not stated,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000401,Colmar-Berg,_Z,Not applicable,_Z,Not applicable,2021,,0,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP7_10@DF_B1625(1.0),"Population by canton and municipality, citizenship and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,UNK,Not stated,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000410,Nommern,_Z,Not applicable,_Z,Not applicable,2021,,0,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP7_10@DF_B1625(1.0),"Population by canton and municipality, citizenship and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NEU,Foreign (non EU-27),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0001107,Mertert,_Z,Not applicable,_Z,Not applicable,2021,,395,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP7_10@DF_B1625(1.0),"Population by canton and municipality, citizenship and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000104,Käerjeng,_Z,Not applicable,_Z,Not applicable,2021,,10761,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP7_10@DF_B1625(1.0),"Population by canton and municipality, citizenship and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,STLS,Stateless,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000208,Mondercange,_Z,Not applicable,_Z,Not applicable,2021,,1,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP7_10@DF_B1625(1.0),"Population by canton and municipality, citizenship and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NAT,Luxembourg,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000608,Reisdorf,_Z,Not applicable,_Z,Not applicable,2021,,398,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP7_10@DF_B1625(1.0),"Population by canton and municipality, citizenship and sex",I,PERS,Persons,POP,Population,A10,Decennial,F,Female,_Z,not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,STLS,Stateless,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000303,Hesperange,_Z,Not applicable,_Z,Not applicable,2021,,1,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP7_10@DF_B1625(1.0),"Population by canton and municipality, citizenship and sex",I,PERS,Persons,POP,Population,A10,Decennial,M,Male,_Z,not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,STLS,Stateless,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0001102,Biwer,_Z,Not applicable,_Z,Not applicable,2021,,2,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP7_10@DF_B1625(1.0),"Population by canton and municipality, citizenship and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU00012,Canton Remich,_Z,Not applicable,_Z,Not applicable,2021,,23684,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP7_10@DF_B1625(1.0),"Population by canton and municipality, citizenship and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,STLS,Stateless,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000807,Wiltz,_Z,Not applicable,_Z,Not applicable,2021,,0,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP7_10@DF_B1625(1.0),"Population by canton and municipality, citizenship and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,EU_FOR,Foreign (EU-27),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU00004,Canton Mersch,_Z,Not applicable,_Z,Not applicable,2021,,10820,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP7_10@DF_B1625(1.0),"Population by canton and municipality, citizenship and sex",I,PERS,Persons,POP,Population,A10,Decennial,M,Male,_Z,not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NEU,Foreign (non EU-27),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0001204,Mondorf-les-Bains,_Z,Not applicable,_Z,Not applicable,2021,,130,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP7_10@DF_B1625(1.0),"Population by canton and municipality, citizenship and sex",I,PERS,Persons,POP,Population,A10,Decennial,M,Male,_Z,not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NEU,Foreign (non EU-27),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000502,Wincrange,_Z,Not applicable,_Z,Not applicable,2021,,60,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP7_10@DF_B1625(1.0),"Population by canton and municipality, citizenship and sex",I,PERS,Persons,POP,Population,A10,Decennial,M,Male,_Z,not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,STLS,Stateless,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000110,Steinfort,_Z,Not applicable,_Z,Not applicable,2021,,1,,0,Units,0,Zero
DATAFLOW,LU1:DSD_CENSUS_GROUP7_10@DF_B1625(1.0),"Population by canton and municipality, citizenship and sex",I,PERS,Persons,POP,Population,A10,Decennial,_T,Total,_Z,not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,STLS,Stateless,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,LU0000214,Schifflange,_Z,Not applicable,_Z,Not applicable,2021,,2,,0,Units,0,Zero
